顺位,用时,开始时间,规则,牌谱,段位,pt,获得pt,R值,1位玩家,1位得点,2位玩家,2位得点,3位玩家,3位得点,4位玩家,4位得点,虚拟段位,虚拟pt,虚拟获得pt,By nodocchi.moe
4位,6分,2014-12-09 21:10,四上東喰赤－,https://tenhou.net/3/?log=2014120922gm-00c1-0000-1d85d552&tw=1,二段,630,-40,,マックスたわけ,43.0,秘密よ,10.0,ひろみ・123,-21.0,CLS,-32.0,,,
1位,21分,2014-12-09 21:18,四上東喰赤－,https://tenhou.net/3/?log=2014120922gm-00c1-0000-f61f9623&tw=0,二段,590,40,,CLS,55.0,上田馬之介,3.0,yu777,-20.0,(winwin),-38.0,,,
3位,9分,2014-12-09 21:53,四上東喰赤－,https://tenhou.net/3/?log=2014120922gm-00c1-0000-d795f6c3&tw=3,二段,630,0,,seikei-U,44.0,nizimi22,8.0,CLS,-18.0,mj00031,-34.0,,,
4位,15分,2014-12-09 22:03,四上東喰赤－,https://tenhou.net/3/?log=2014120923gm-00c1-0000-28c3f9be&tw=1,二段,630,-40,,バーピリア・ピピ,61.0,鬼義重,9.0,バンギーザ,-25.0,CLS,-45.0,,,
2位,12分,2014-12-09 22:19,四上東喰赤－,https://tenhou.net/3/?log=2014120923gm-00c1-0000-374198d3&tw=1,二段,590,10,,ウサギちゃん,63.0,CLS,15.0,はるα,-30.0,ikkiiki,-48.0,,,
1位,10分,2014-12-09 22:33,四上東喰赤－,https://tenhou.net/3/?log=2014120923gm-00c1-0000-248ebafd&tw=1,二段,600,40,,CLS,41.0,コニーズ,9.0,philips3,-20.0,鳴き馬,-30.0,,,
2位,10分,2014-12-09 22:49,四上東喰赤－,https://tenhou.net/3/?log=2014120923gm-00c1-0000-d5a8a266&tw=1,二段,640,10,,クロマニ,40.0,CLS,4.0,shad,-17.0,otyatya,-27.0,,,
3位,20分,2014-12-09 23:09,四上東喰赤－,https://tenhou.net/3/?log=2014121000gm-00c1-0000-005f9567&tw=2,二段,650,0,,Osyo,43.0,mone3,8.0,CLS,-20.0,おじろ＠す,-31.0,,,
4位,13分,2014-12-09 23:40,四上東喰赤－,https://tenhou.net/3/?log=2014121000gm-00c1-0000-f0d88fe4&tw=1,二段,650,-40,,sodiao,55.0,☆きた3☆,13.0,Hope2014,-9.0,CLS,-59.0,,,
2位,7分,2014-12-10 22:04,四上東喰赤－,https://tenhou.net/3/?log=2014121023gm-00c1-0000-ce80353f&tw=0,二段,610,10,,ひさ1217,50.0,CLS,4.0,ミント,-17.0,Heavenたん,-37.0,,,
2位,17分,2014-12-10 22:12,四上東喰赤－,https://tenhou.net/3/?log=2014121023gm-00c1-0000-88fd247d&tw=3,二段,620,10,,kurein,53.0,CLS,6.0,清寿,-18.0,ikutamin,-41.0,,,
1位,11分,2014-12-10 22:29,四上東喰赤－,https://tenhou.net/3/?log=2014121023gm-00c1-0000-52732859&tw=3,二段,630,40,,CLS,56.0,１６円,3.0,サプー,-21.0,calm0,-38.0,,,
1位,12分,2014-12-10 22:41,四上東喰赤－,https://tenhou.net/3/?log=2014121023gm-00c1-0000-776ac180&tw=0,二段,670,40,,CLS,50.0,J.custom,1.0,忍者(),-19.0,ロッキー山脈,-32.0,,,
2位,9分,2014-12-10 22:55,四上東喰赤－,https://tenhou.net/3/?log=2014121023gm-00c1-0000-14083363&tw=3,二段,710,10,,うみかぜ,42.0,CLS,6.0,Roman,-15.0,もったいぶり,-33.0,,,
2位,8分,2014-12-10 23:05,四上東喰赤－,https://tenhou.net/3/?log=2014121100gm-00c1-0000-250a5f2e&tw=1,二段,720,10,,Roman,46.0,CLS,3.0,東雲ノゾム,-18.0,機敏なデブ,-31.0,,,
1位,12分,2014-12-10 23:15,四上東喰赤－,https://tenhou.net/3/?log=2014121100gm-00c1-0000-10f67efd&tw=2,二段,730,40,,CLS,44.0,鬼義重,8.0,TAKASI77,-16.0,夜叉猿＠飛騨山脈,-36.0,,,
3位,20分,2014-12-10 23:35,四上東喰赤－,https://tenhou.net/3/?log=2014121100gm-00c1-0000-1757a5d4&tw=0,二段,770,0,,（・。・；）,44.0,なんでやー,7.0,CLS,-15.0,ハッスルタイム,-36.0,,,
4位,17分,2014-12-10 23:56,四上東喰赤－,https://tenhou.net/3/?log=2014121100gm-00c1-0000-ddd37c4e&tw=0,二段,770,-40,,0spec,51.0,@ゴン♪,7.0,yan9011,-20.0,CLS,-38.0,,,
3位,12分,2014-12-11 00:14,四上東喰赤－,https://tenhou.net/3/?log=2014121101gm-00c1-0000-9197be24&tw=3,二段,730,0,,rairakku,56.0,ueaoi,9.0,CLS,-14.0,かけぼ,-51.0,,,
1位,11分,2014-12-11 00:27,四上東喰赤－,https://tenhou.net/3/?log=2014121101gm-00c1-0000-a8bc0262&tw=0,二段,730,40,,CLS,43.0,くろねこさん42,6.0,aizawaki,-18.0,yuripa,-31.0,,,
3位,11分,2014-12-11 10:21,四上東喰赤－,https://tenhou.net/3/?log=2014121111gm-00c1-0000-cc7f1541&tw=0,二段,770,0,,ekaichi,50.0,marukame,7.0,CLS,-23.0,◆１２０３◆,-34.0,,,
3位,14分,2014-12-11 10:33,四上東喰赤－,https://tenhou.net/3/?log=2014121111gm-00c1-0000-e6e1f58a&tw=2,二段,770,0,,genki104,65.0,バックがお好き,1.0,CLS,-27.0,おまたせ,-39.0,,,
1位,19分,2014-12-11 10:59,四上東喰赤－,https://tenhou.net/3/?log=2014121111gm-00c1-0000-554bb83d&tw=0,二段,770,40,,CLS,41.0,鳴き麻雀の可能性,9.0,orz=3=3,-15.0,裕次郎０８１８,-35.0,,,
3位,7分,2014-12-11 12:00,四上東喰赤－,https://tenhou.net/3/?log=2014121113gm-00c1-0000-884b16c2&tw=3,三段,600,0,,半荘専用機@淫夢,41.0,フリード,11.0,CLS,-15.0,wwwxyon,-37.0,,,
4位,15分,2014-12-11 21:47,四上東喰赤－,https://tenhou.net/3/?log=2014121122gm-00c1-0000-66b64cd3&tw=0,三段,600,-50,,somaria,44.0,ニューヨーカー,8.0,しょこらーで,-21.0,CLS,-31.0,,,
1位,11分,2014-12-11 23:01,四上東喰赤－,https://tenhou.net/3/?log=2014121200gm-00c1-0000-469564af&tw=1,三段,550,40,,CLS,46.0,きばると,10.0,Faridat,-16.0,あきひと,-40.0,,,
